N°,client,consultation_id,intitule_projet,lien,Selection
,Hopital regional de jendouba,S20250604907,عقد صيانة محطتي تحويل MT/BT/BT 1x1800 1 KVA و 2x1000 1 كيلوفولت أمبير من مستشفى جيندووبا الإقليمي,https://www.tuneps.tn/portail/consultations/consultationdetails/239692/S20250604907,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Siliana",S20250604670,Fourniture et transfert de matériels de diffamation horizontale dans le cadre du programme 2025 de construction de routes numérotées dans l &apos; État de Siljana.,https://www.tuneps.tn/portail/consultations/consultationdetails/239438/S20250604670,0
,Ecole des sous-officiers,S20250605148,1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1,https://www.tuneps.tn/portail/consultations/consultationdetails/239956/S20250605148,0
,Prison de kasserine,S20250605475,لا يوجد مجال في مجال الاستقماص,https://www.tuneps.tn/portail/consultations/consultationdetails/240319/S20250605475,0
,Hôpital Régional de Menzel Bourguiba,S20250604957,ألف - حل الخلافة (بالطنة),https://www.tuneps.tn/portail/consultations/consultationdetails/239745/S20250604957,0
,Société Régionale de Transport Gouvernorat du Kef,S20250605439,- Assurez-vous des cours de formation à l'intérieur de l'entreprise.,https://www.tuneps.tn/portail/consultations/consultationdetails/240275/S20250605439,0
,CRDA de Gabes,S20250202842,تقديم الدعم في ما يتعلق بآلات الصوت,http://www.tunisurf.com/v3/?mod=6013&aoid=495257&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commune Meknassy,S20250605422,قطع غيار للسيارات من طراز 022121-80772,https://www.tuneps.tn/portail/consultations/consultationdetails/240254/S20250605422,0
,Institut Supérieur des Beaux Arts de Sousse,S20250605901,Formation en Réalisation d’émission radio-web à l'institut supérieur des beaux arts de sousse dans le cadre du projet DGSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240785/S20250605901,1
,Institut Supérieur des Beaux Arts de Sousse,S20250605907,Formation en réalisation d’émission radio-web à l'institut supérieur des beaux arts de sousse dans le cadre du projet DGSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240791/S20250605907,1
,Société d’Exploitation du Canal et des Adductions des Eaux du Nord,S20250606018,Acquisition matériels et logiciels informatiques,https://www.tuneps.tn/portail/consultations/consultationdetails/240919/S20250606018,1
,Institut Supérieur des Beaux Arts de Sousse,S20250605895,Formation en production d’émission radio-web à l'institut supérieur des beaux arts de sousse dans le cadre du projet DGSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240779/S20250605895,1
,Conseil régional de siliana,S20250605166,إستشارة إقتناء أحذية لفائدة عملة المجلس الجهوي بسليانة بعنوان سنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/239975/S20250605166,0
,Hôpital La Rabta de Tunis,S20250604799,travaux d'entretien et de maintenance en menuiserie métallique à CHU LA RABTA,https://www.tuneps.tn/portail/consultations/consultationdetails/239568/S20250604799,0
,Commune de Tataouine,S20250605418,"FOURNITURE, INSTALLATION ET MISE EN OEUVRE D'UNSYSTEME DE GEOLOCALISATION PAR GPS/GPRS & DEGESTION DE LA FLOTTE A LA COMMUNE DE TATAOUINE Avis 2",https://www.tuneps.tn/portail/consultations/consultationdetails/240250/S20250605418,0
,Commune Meknassy,S20250604857,ACHAT DE PIECES DE RECHANGES,https://www.tuneps.tn/portail/consultations/consultationdetails/239633/S20250604857,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Béja",S20250605303,LA MISSION D’EXPERTISE ET ETUDE DE CREATION DU RESEAU D’ECLAIRAGE PUBLIC SUR LES ROUTES CLASSEE DANS LE GOUVERNORAT DE BEJA,https://www.tuneps.tn/portail/consultations/consultationdetails/240126/S20250605303,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Sousse",20250614253,ETUDE DE FAISABILITE DE LA DEVIATION DE LA RR82 AU NIVEAU DE SIDI ABDELHMID,https://www.tuneps.tn/portail/offres/details/95504/20250614253,0
,Commune de Haffouz,S20250605141,"FOURNITURE, INSTALLATION ET MISE EN OEUVRE D'UN SYSTEME DE GEOLOCALISATION PAR GPS/GPRS & DE GESTION DE LA FLOTTE A LA COMMUNE DE HAFFOUZ",https://www.tuneps.tn/portail/consultations/consultationdetails/239946/S20250605141,0
,Commissariat régional de l’éducation de Mannouba,S20250605880,استشارة عدد 64/2021 للمرة الثانية القيام بمراقبة فنية للمدرسة الابتدائية العفة الدندان ضمن  برنامج التوسعات لسنة 2018,https://www.tuneps.tn/portail/consultations/consultationdetails/240760/S20250605880,0
,Hôpital Habib Thameur de Tunis,S20250604934,CONSULTATION POUR CANULE DE TRACHEOTOMIE DOUBLE CHEMISE,https://www.tuneps.tn/portail/consultations/consultationdetails/239722/S20250604934,0
,CRDA de Tozeur,S20250202930,VHJhdmF1eCBkZSByZW1wbGFjZW1lbnQgZXQgZMKSZW50cmV0aWVuIGRlcyBwb3N0ZXMgdHJhbnNmb3JtYXRldXJz,http://www.tunisurf.com/v3/?mod=6013&aoid=495469&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Institut Supérieur des Beaux Arts de Sousse,S20250605901,التدريب على إنتاج برامج إذاعية - ويب في المعهد العالي للفنون الخماسي الجميلة في إطار مشروع DGSSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240785/S20250605901,1
,Institut Supérieur des Beaux Arts de Sousse,S20250605907,التدريب على إنتاج برامج إذاعية - ويب في المعهد العالي للفنون الخماسي الجميلة في إطار مشروع DGSSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240791/S20250605907,1
,Société d’Exploitation du Canal et des Adductions des Eaux du Nord,S20250606018,اقتناء المعدات والبرامج الحاسوبية,https://www.tuneps.tn/portail/consultations/consultationdetails/240919/S20250606018,1
,Institut Supérieur des Beaux Arts de Sousse,S20250605895,التدريب على إنتاج برامج إذاعية - ويب في المعهد العالي للفنون الخماسي الجميلة في إطار مشروع DGSSE,https://www.tuneps.tn/portail/consultations/consultationdetails/240779/S20250605895,1
,Conseil régional de siliana,S20250605166,"Consultation sur l'acquisition de chaussures pour la monnaie du conseil régional de Silyana, 2025.",https://www.tuneps.tn/portail/consultations/consultationdetails/239975/S20250605166,0
,Hôpital La Rabta de Tunis,S20250604799,صيانـة وصيانـة النجارة المعدنيـة في تشـو لا رابطـا,https://www.tuneps.tn/portail/consultations/consultationdetails/239568/S20250604799,0
,Commune de Tataouine,S20250605418,ثانياً - عرض وتركيب وتنفيذ نظام عالمي لسواتل النظام العالمي لتحديد المواقع/النظام العالمي لتحديد المواقع/الشبكة العالمية لسواتل الملاحة والتخلص من إطلاق النار لدى مجتمع الأطراف 2,https://www.tuneps.tn/portail/consultations/consultationdetails/240250/S20250605418,0
,Commune Meknassy,S20250604857,متاجرـة فـي,https://www.tuneps.tn/portail/consultations/consultationdetails/239633/S20250604857,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Béja",S20250605303,من البعثـة الدائمـة لأجنبيـة وبعثـة الأمـم المتحـدة لدراسـة إنفـاذ سحـف الـدبابـر بشـأن الرص المرتد في مقاطعة بيجـا,https://www.tuneps.tn/portail/consultations/consultationdetails/240126/S20250605303,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Sousse",20250614253,رابعاً - تقييم مدى ملاءمة قرار قطع الرصـد ٢٨ علـى ضـادة إثير سداسي البروميـد فـي,https://www.tuneps.tn/portail/offres/details/95504/20250614253,0
,Commune de Haffouz,S20250605141,توفير خدمات العرض والتركيب والإنشاء وتنفيذ نظام جيوجغرافي عالمي للسواتل بواسطة النظام العالمي لتحديد المواقع/الشبكة العالمية لسواتل الملاحة/الشبكة العالمية لسواتل الملاحة/إدارة الانبعاث إلى مجتمع هوفوز,https://www.tuneps.tn/portail/consultations/consultationdetails/239946/S20250605141,0
,Commissariat régional de l’éducation de Mannouba,S20250605880,Consultation no 64/2011 pour la deuxième fois dans le cadre du programme d &apos; extension de l &apos; école primaire pour 2018,https://www.tuneps.tn/portail/consultations/consultationdetails/240760/S20250605880,0
,Hôpital Habib Thameur de Tunis,S20250604934,مؤتمر الأمم المتحدة المشترك المعني بالثابوتات الملوثة بالزئـر,https://www.tuneps.tn/portail/consultations/consultationdetails/239722/S20250604934,0
,CRDA de Tozeur,S20250202930,استبدال وصيانة وظائف المحوِّلات,http://www.tunisurf.com/v3/?mod=6013&aoid=495469&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commune Meknassy,S20250606031,اقتناء منظومة للتصرف ومتابعة معاليم الاشهار والإشغال الوقتي للطريق العام واتفاقيات  رفع الفضلات والكراءات والمعلوم على المؤسسات وللقيام بعملية الإحصاء وإحصاء جميع المحلات المفتوحة للعموم واقتناء منظومة متابعة المخزون واقتناء منظومة مكتب الضبط,https://www.tuneps.tn/portail/consultations/consultationdetails/240936/S20250606031,0
,Hôpital Militaire Principal d’Instruction de Tunis,S20250505097,ACQUISITION ACCESSOIRE MEDICAL,https://www.tuneps.tn/portail/consultations/consultationdetails/232533/S20250505097,0
,Conseil Régional du Gouvernorat de Nabeul,S20250605961,إختبارعلى صومعة جامع بئرمروة من معتمدية تاكلسة,https://www.tuneps.tn/portail/consultations/consultationdetails/240857/S20250605961,0
,Institut Pasteur de Tunis,S20250605321,ACQUISITION D’ARTICLE PERSONNALISE AVEC LOGO POUR LE BESOIN DE L’INSTITUT PASTEUR DE TUNIS,https://www.tuneps.tn/portail/consultations/consultationdetails/240145/S20250605321,0
,Hopital Régional Mahress,S20250605230,Flacon pour hémoculture aérobie/ anaérobie/levure,https://www.tuneps.tn/portail/consultations/consultationdetails/240043/S20250605230,0
,Hôpital Habib Thameur de Tunis,S20250605098,acquisition mobiliers de bureaux pour unité urgence ophtalmo hôpital habib thameur,https://www.tuneps.tn/portail/consultations/consultationdetails/239897/S20250605098,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Nabeul",S20250605549,TRAVAUX D'ENTRETIEN ET D'AMENAGEMENT DE ZONES  (HAMMAMET - SOLIMAN- GROMBALIA ) DIRECTION REGIONALE D'EQUIPEMENT DE NABEUL,https://www.tuneps.tn/portail/consultations/consultationdetails/240396/S20250605549,0
,Centre d’Essais et des Techniques de Construction,S20250604938,Etalonnage des gamma-densimètres Troxler.,https://www.tuneps.tn/portail/consultations/consultationdetails/239726/S20250604938,0
,Commissariat Régional au Développement Agricole de l’Ariana,S20250605485,إقتناء  معدات حماية,https://www.tuneps.tn/portail/consultations/consultationdetails/240329/S20250605485,0
,MUNMONASTIR - Municipalité de Monastir,S20250202826,Acquisition de fourniture de bureau,http://www.tunisurf.com/v3/?mod=6013&aoid=495276&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commune Meknassy,S20250606031,"Acquisition d &apos; un système d &apos; achat et de suivi de la publicité et de l &apos; occupation temporaire de l &apos; autoroute, des accords de collecte de déchets, de crèmes et d &apos; informations sur les institutions, de statistiques, de registres de tous les magasins ouverts au public, d &apos; achat d &apos; un système de suivi des stocks et d &apos; achat d &apos; un système de contrôle",https://www.tuneps.tn/portail/consultations/consultationdetails/240936/S20250606031,0
,Hôpital Militaire Principal d’Instruction de Tunis,S20250505097,"""القدم الطبي الطبي """,https://www.tuneps.tn/portail/consultations/consultationdetails/232533/S20250505097,0
,Conseil Régional du Gouvernorat de Nabeul,S20250605961,Un test sur un scanner d'un collectionneur en berme d'une accréditation.,https://www.tuneps.tn/portail/consultations/consultationdetails/240857/S20250605961,0
,Institut Pasteur de Tunis,S20250605321,سفر شخص مع لوغو مع لوغو لحاجز البلد المضيف لتونس,https://www.tuneps.tn/portail/consultations/consultationdetails/240145/S20250605321,0
,Hopital Régional Mahress,S20250605230,فلفلفلفلفلفلة لزراعة الغدة الهوائي/لا هوائي/لا هوائي/الوليد,https://www.tuneps.tn/portail/consultations/consultationdetails/240043/S20250605230,0
,Hôpital Habib Thameur de Tunis,S20250605098,شراء أثاث مكاتب لوحدة حالات الطوارئ في مستشفى ثامور,https://www.tuneps.tn/portail/consultations/consultationdetails/239897/S20250605098,0
,"Direction Régionale de l’Equipement, de l’Habitat et de l’Aménagement du Territoire de Nabeul",S20250605549,رابعاً - العمل المتعلق بصناعة تجهيز وتجهيز المناطق (الهامويت - سليمان - رومباليا),https://www.tuneps.tn/portail/consultations/consultationdetails/240396/S20250605549,0
,Centre d’Essais et des Techniques de Construction,S20250604938,(ج) تحديد النطاقات لأشعة غاما - مستوى قياس التروكسلر.,https://www.tuneps.tn/portail/consultations/consultationdetails/239726/S20250604938,0
,Commissariat Régional au Développement Agricole de l’Ariana,S20250605485,Achat de matériel de protection,https://www.tuneps.tn/portail/consultations/consultationdetails/240329/S20250605485,0
,MUNMONASTIR - Municipalité de Monastir,S20250202826,المشتريات من المكاتب,http://www.tunisurf.com/v3/?mod=6013&aoid=495276&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Société des Transports de Tunis,S20250700259,ETABLISSEMENT D'UN CONTRAT DE PRESTATION DE SERVICES POUR LE SUPPORT DES BASES DE DONNEES ET DES SERVEURS D'APPLICATIONS ORACLE DE LA TRANSTU,https://www.tuneps.tn/portail/consultations/consultationdetails/241276/S20250700259,1
,Institut National de Nutrition et de  Technologies Alimentaires,S20250604919,Enseigne lumineuse,https://www.tuneps.tn/portail/consultations/consultationdetails/239706/S20250604919,0
,Hôpital Charles Nicolle de Tunis,20250612948,"TRAVAUX D’AMENAGEMEMENT 
-    LOTN°01: AMENAGEMENT DU SERVICEDDE LA PHARMACIE INTERNE 
-	LOT N°02: AMENAGEMENT DES SANITAIRES ET DESO UVRANTS DU SERVICE DE LA CHERURGIRE B23",https://www.tuneps.tn/portail/offres/details/94392/20250612948,0
,Commune de Médenine,S20250605771,Achat fournitures de bureau,https://www.tuneps.tn/portail/consultations/consultationdetails/240636/S20250605771,0
,Faculté de Médecine de Sousse,S20250605929,Acquisition du Matériel de Simulation,https://www.tuneps.tn/portail/consultations/consultationdetails/240818/S20250605929,0
,Prison de Belli,S20250606046,Acquisition d'une armoire froide vitrée à 2 portes pour prison Belli,https://www.tuneps.tn/portail/consultations/consultationdetails/240951/S20250606046,0
,HRMAHRES - Hopital Régional de Mahres,S20250202797,Outils et fournitures de maintenance pour l'année 2025,http://www.tunisurf.com/v3/?mod=6013&aoid=495146&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital militaire universitaire sfax,S20250505013,Liquide de rincage + Détergent liquide pour laveur médico chirurgical,https://www.tuneps.tn/portail/consultations/consultationdetails/232430/S20250505013,0
,Institut Supérieur de Musique de Sousse,S20250605111,travaux d'aménagement et d'entretien à l'institut superieur de musique de sousse,https://www.tuneps.tn/portail/consultations/consultationdetails/239910/S20250605111,0
,Conseil Régional de Sfax,S20250605776,68/2025-اقتناء تجهيزات,https://www.tuneps.tn/portail/consultations/consultationdetails/240642/S20250605776,0
,Ecole Nationale d’Ingénieurs de Monastir,S20250605633,Formation et Certification Intelligence Artificielle & Formation et Certification en SolidWorks Expert -CSWE,https://www.tuneps.tn/portail/consultations/consultationdetails/240482/S20250605633,0
,Société des Transports de Tunis,S20250700259,تنفيذ عقد توريد خدمات فيما يتعلق بخطوط الأساس,https://www.tuneps.tn/portail/consultations/consultationdetails/241276/S20250700259,1
,Institut National de Nutrition et de  Technologies Alimentaires,S20250604919,مُلمل ضوئي لحامض ضوئي,https://www.tuneps.tn/portail/consultations/consultationdetails/239706/S20250604919,0
,Hôpital Charles Nicolle de Tunis,20250612948,تعديل نظام ادارة البَرماسية الداخلية - Lot No. 02: تحسين أحوال السُنّاء وخدمـة السَّنّة وخدمـة السَّنّة,https://www.tuneps.tn/portail/offres/details/94392/20250612948,0
,Commune de Médenine,S20250605771,لوازم المكاتب المحلية,https://www.tuneps.tn/portail/consultations/consultationdetails/240636/S20250605771,0
,Faculté de Médecine de Sousse,S20250605929,اقتناء معدات المحاكاة,https://www.tuneps.tn/portail/consultations/consultationdetails/240818/S20250605929,0
,Prison de Belli,S20250606046,شراء خزانة باردة زجاجية باردة من بابين لسجن بيلي,https://www.tuneps.tn/portail/consultations/consultationdetails/240951/S20250606046,0
,HRMAHRES - Hopital Régional de Mahres,S20250202797,أدوات ولوازم الصيانة لعام 2025,http://www.tunisurf.com/v3/?mod=6013&aoid=495146&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital militaire universitaire sfax,S20250505013,مواد سائلة لـمعالجات المعالجة السائلة للمعالجات الطبية الجراحية,https://www.tuneps.tn/portail/consultations/consultationdetails/232430/S20250505013,0
,Institut Supérieur de Musique de Sousse,S20250605111,أعمال التطوير والصيانة في المعهد العالي للموسيقى الختمية العليا للموسيقى,https://www.tuneps.tn/portail/consultations/consultationdetails/239910/S20250605111,0
,Conseil Régional de Sfax,S20250605776,68/2025. Achat de matériel,https://www.tuneps.tn/portail/consultations/consultationdetails/240642/S20250605776,0
,Ecole Nationale d’Ingénieurs de Monastir,S20250605633,التدريب والاعتماد في مجال الأسلحة المهنية، والتدريب والاعتماد في مجال الخبرة الاستشارية في مجال الأسلحة الصغيرة والأسلحةWE,https://www.tuneps.tn/portail/consultations/consultationdetails/240482/S20250605633,0
,HUMONGISLIM - Hôpital Universitaire Mongi Slim la Marsa,S20250202773,PRODUITS DE NETTOYAGE,http://www.tunisurf.com/v3/?mod=6013&aoid=495124&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Cité des Sciences à Tunis,S20250605691,"Location avec montage , démontage transport et mise  en place  de matériel audio -visuel",https://www.tuneps.tn/portail/consultations/consultationdetails/240599/S20250605691,0
,Commissariat Régional au Développement Agricole de Tozeur,20250612995,دراسة استصلاح منظومات الري و صرف مياه النز بواحات من ولاية توزر,https://www.tuneps.tn/portail/offres/details/94376/20250612995,0
,Commune Bou-chemma,S20250605378,achat des climatiseurs et téléviseur pour la commune de Bouchamma 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240208/S20250605378,0
,MUNMENZEL BOURGUIBA - Municipalité de Menzel Bourguiba,S20250202802,Acquisition de matériel de peinture et de fournitures pour l'entretien des bâtiments,http://www.tunisurf.com/v3/?mod=6013&aoid=495157&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Institut Préparatoire aux Etudes d’Ingénieurs de Monastir,S20250605216,toner,https://www.tuneps.tn/portail/consultations/consultationdetails/240028/S20250605216,0
,Commune Ouedhref,S20250605603,embellissement de la ville,https://www.tuneps.tn/portail/consultations/consultationdetails/240450/S20250605603,0
,Hôpital régional housine bouzeine Gafsa,S20250504426,اقتناء مستلزمات طبية لقسم العمليات والانعاش بالمستشفى الجهوي بقفصة  بخلال سنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/231673/S20250504426,0
,Hôpital régional housine bouzeine Gafsa,S20250605463,تهيئة قاعة الة المفراس بالمستشفى الجهوي الحسين بوزيان بقفصة خلال سنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240303/S20250605463,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250613008,AO 42-2025 Exécution de l’ensemble des travaux prévus dans le cadre des projets dans le Gouvernorat de BIZERTE La Déviation et la protection des conduites d’adduction d’eau potable au niveau de l’emprise de la liaison permanente entre l’autoroute A4 et la ville de Bizerte et le Remplacement des tronçons vétustes de la conduite d’adduction principale de la ville de Menzel Bourguiba,https://www.tuneps.tn/portail/offres/details/94389/20250613008,0
,HUMONGISLIM - Hôpital Universitaire Mongi Slim la Marsa,S20250202773,رابعاً - منتجات النقل بالناقلات,http://www.tunisurf.com/v3/?mod=6013&aoid=495124&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Cité des Sciences à Tunis,S20250605691,عقد إيجار شامل، وفك تركيب، وتفكيك، ونقل، وتركيب معدات سمعية - بصرية,https://www.tuneps.tn/portail/consultations/consultationdetails/240599/S20250605691,0
,Commissariat Régional au Développement Agricole de Tozeur,20250612995,Étude de la remise en état des systèmes d &apos; irrigation et d &apos; évacuation des eaux usées par des oasis de l &apos; État de Tuzer,https://www.tuneps.tn/portail/offres/details/94376/20250612995,0
,Commune Bou-chemma,S20250605378,:: شراء مكيفات وأجهزة تلفزيون لبلدية بوشاما 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240208/S20250605378,0
,MUNMENZEL BOURGUIBA - Municipalité de Menzel Bourguiba,S20250202802,اقتناء معدات الطلاء ولوازم صيانة المباني,http://www.tunisurf.com/v3/?mod=6013&aoid=495157&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Institut Préparatoire aux Etudes d’Ingénieurs de Monastir,S20250605216,ما هو معن,https://www.tuneps.tn/portail/consultations/consultationdetails/240028/S20250605216,0
,Commune Ouedhref,S20250605603,تجميل المدينة,https://www.tuneps.tn/portail/consultations/consultationdetails/240450/S20250605603,0
,Hôpital régional housine bouzeine Gafsa,S20250504426,Achat de fournitures médicales pour la Section des opérations et du relèvement de l &apos; hôpital régional de Cage en 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/231673/S20250504426,0
,Hôpital régional housine bouzeine Gafsa,S20250605463,"Mise en place d &apos; une salle de bain à l &apos; hôpital régional d &apos; Al Hussein Bozian, dans une cage en 2025",https://www.tuneps.tn/portail/consultations/consultationdetails/240303/S20250605463,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250613008,AO 42-2025 تنفيذ جميع الأعمال المقررة في إطار المشاريع في محافظة بيزيرتي,https://www.tuneps.tn/portail/offres/details/94389/20250613008,0
,HOPITAL CIRCONSCRIPTION DE GHARDIMAOU,S20250605442,REPARATION VOITURE MITSIBUSHI PAJERO,https://www.tuneps.tn/portail/consultations/consultationdetails/240278/S20250605442,0
,Tunisie TradeNet,20250613580,تنظيم دورات تكوينية لفائدة إطارات وأعوان شركة شبكة تونس للتجارة,https://www.tuneps.tn/portail/offres/details/95466/20250613580,0
,Institut Supérieur de Biotechnologie de Béja,S20250605250,"Acquisition des Fournitures de Bureaux, Fournitures d'Enseignement et Fournitures Informatiques au profit de l'ISBB",https://www.tuneps.tn/portail/consultations/consultationdetails/240066/S20250605250,0
,Commune de Bou Salem,S20250604967,Achat de matériel électrique (éclairage public),https://www.tuneps.tn/portail/consultations/consultationdetails/239755/S20250604967,0
,Commune El Aouabed-Khazanet,S20250605178,"CONCEPTION ,DEVELOPPEMENT ET MISE EN PLACE DDU PORTAIL DE LA COMMUNE",https://www.tuneps.tn/portail/consultations/consultationdetails/239995/S20250605178,0
,Faculté des Sciences de Gabès,20250614300,ACQUISITION DES EQUIPEMENTS SCIENTIFIQUES POUR LES STRUCTURES ET PROJETS DE RECHERCHE A LA FACULTE DES SCIENCES DE GABES,https://www.tuneps.tn/portail/offres/details/95562/20250614300,0
,Commissariat Régional au Développement Agricole de Béja,S20250606052,Fourniture et montage des équipements  à la station de pompage  sur forage du PPI Tella Doursmail à  Goubellat au gouvernorat de Béja,https://www.tuneps.tn/portail/consultations/consultationdetails/240960/S20250606052,0
,Hôpital Sahloul de Sousse,S20250605150,Achat des réactifs et consommables pour laboratoire Hématologie,https://www.tuneps.tn/portail/consultations/consultationdetails/239958/S20250605150,0
,Hôpital Ibn Eljazzar de Kairouan,S20250605825,Réparation lavabo chirurgical de marque EDRA,https://www.tuneps.tn/portail/consultations/consultationdetails/240700/S20250605825,0
,Agence Foncière Agricole,S20250605647,fourniture et installation réseau informatique,https://www.tuneps.tn/portail/consultations/consultationdetails/240498/S20250605647,0
,HOPITAL CIRCONSCRIPTION DE GHARDIMAOU,S20250605442,شركة PAJEERO,https://www.tuneps.tn/portail/consultations/consultationdetails/240278/S20250605442,0
,Tunisie TradeNet,20250613580,Organisation de cours de formation à l &apos; intention des cadres et des agents de TUNISE Trade Network,https://www.tuneps.tn/portail/offres/details/95466/20250613580,0
,Institut Supérieur de Biotechnologie de Béja,S20250605250,شراء لوازم المكاتب، ولوازم التعليم، ولوازم تكنولوجيا المعلومات من أجل الجمعية العامة,https://www.tuneps.tn/portail/consultations/consultationdetails/240066/S20250605250,0
,Commune de Bou Salem,S20250604967,اقتناء معدات كهربائية (الإضاءة العامة),https://www.tuneps.tn/portail/consultations/consultationdetails/239755/S20250604967,0
,Commune El Aouabed-Khazanet,S20250605178,رابعاً - التصميم، والتطوير، والتطوير، وامتثال المجتمعات المحلية,https://www.tuneps.tn/portail/consultations/consultationdetails/239995/S20250605178,0
,Faculté des Sciences de Gabès,20250614300,فـي حـواصـي المعدنـات العلميـة لمصـا,https://www.tuneps.tn/portail/offres/details/95562/20250614300,0
,Commissariat Régional au Développement Agricole de Béja,S20250606052,تم توريد وتركيب المعدات في محطة الضخ أثناء الحفر التابعة لشركة PIPPI Tella Dourbla ed adurmail durbelat في محافظة البيجة,https://www.tuneps.tn/portail/consultations/consultationdetails/240960/S20250606052,0
,Hôpital Sahloul de Sousse,S20250605150,شراء الكواشف ومستهلكات المختبرات,https://www.tuneps.tn/portail/consultations/consultationdetails/239958/S20250605150,0
,Hôpital Ibn Eljazzar de Kairouan,S20250605825,إصلاح مغسلة جراحية جراحية من طراز EDRA,https://www.tuneps.tn/portail/consultations/consultationdetails/240700/S20250605825,0
,Agence Foncière Agricole,S20250605647,خدمات الإمداد/التركيب/التركيب لشبكات نظم تجهيز البيانات,https://www.tuneps.tn/portail/consultations/consultationdetails/240498/S20250605647,0
,Ecole Nationale d’Ingénieurs de Sousse,S20250605969,assistance à la gestion d'un projet international,https://www.tuneps.tn/portail/consultations/consultationdetails/240869/S20250605969,0
,Hopital Universitaire Habib Bougatfa Bizerte,20250613024,acquisition matériels médicaux,https://www.tuneps.tn/portail/offres/details/94417/20250613024,0
,"Commissariat régional de la femme, de la famille et de l’enfance de Nabeul",S20250605705,اقتناء مواد عقاقيرية لفائدة المندوبية الجهوية بنابل ومؤسسات الطفولة الراجعة لها بالنظر,https://www.tuneps.tn/portail/consultations/consultationdetails/240557/S20250605705,0
,Gouvernorat de Gafsa,20250501293,أشغال تهيئة الشبكة الكهربائية للمطعم الجامعي إبن عرفة بقفصة,https://www.tuneps.tn/portail/offres/details/88069/20250501293,0
,Commune d’Ariana,S20250605945,Acquisition des pièces de rechanges pour réparation les chaudières de la salle couverte Aziz Tej Ariana,https://www.tuneps.tn/portail/consultations/consultationdetails/240840/S20250605945,0
,Hôpital Charles Nicolle de Tunis,S20250700252,contrats de maintenance des systèmes de climatisation centrale et de traitement d’air et des installations pour une année,https://www.tuneps.tn/portail/consultations/consultationdetails/241267/S20250700252,0
,Hôpital Charles Nicolle de Tunis,S20250605105,Evacuation de l’hôpital des déchets d’arbre et herbe,https://www.tuneps.tn/portail/consultations/consultationdetails/239904/S20250605105,0
,AMILITAIRE - Académie Militaire,S20250202718,Acquisition Ecran LED 4m*3m,http://www.tunisurf.com/v3/?mod=6013&aoid=495198&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commune de Moknine,S20250606048,Fourniture de panneaux de refroidissement par évaporation en nid d’abeille pour refroidisseur d’air industriel,https://www.tuneps.tn/portail/consultations/consultationdetails/240953/S20250606048,0
,Société Tunisienne des Marchés de Gros,S20250605819,ACQUISITION INSTALLATION ET MISE EN MARCHE  DE  SEPT  CLIMATISEURS 12000  BTU,https://www.tuneps.tn/portail/consultations/consultationdetails/240693/S20250605819,0
,Ecole Nationale d’Ingénieurs de Sousse,S20250605969,أولاً - تقديم المساعدة في إدارة مشروع دولي,https://www.tuneps.tn/portail/consultations/consultationdetails/240869/S20250605969,0
,Hopital Universitaire Habib Bougatfa Bizerte,20250613024,تكاليف المعدات الطبية,https://www.tuneps.tn/portail/offres/details/94417/20250613024,0
